Grade,Gender,Resolved Race/Ethnicity,Home ZIP Code,Sped,504,EL,Home Language,GPA,Latest College Credit Taken,Total College Credit Taken,Fall SEC TScore,Fall SEC Percentile,Fall SEC Description,Winter SEC TScore,Winter SEC Percentile,Winter SEC Description
9,Male,White,55110,N,,,English (011),1.667,2023,1,44,27,T,28,1,N
9,Female,White,55110,N,X,,English (011),2.333,,,44,27,T,,,
9,Male,White,55110,N,,,English (011),2.557,,,44,27,T,36,8,N
9,Female,White,55110,N,,,English (011),3.445,,,44,27,T,,,
9,Female,Two or More,55110,N,,,English (011),3.5,,,44,27,T,47,38,T
9,Female,White,55110,N,,,English (011),3.557,,,44,27,T,44,27,T
9,Female,White,55110,N,,,English (011),3.584,,,44,27,T,44,27,T
9,Female,White,55110,N,,,English (011),3.612,,,44,27,T,49,46,T
9,Female,White,55110,N,,,English (011),3.777,,,44,27,T,42,21,T
9,Female,White,55110,N,,,English (011),3.89,,,44,27,T,42,21,T
12,Male,Black or African American,55110,N,,,English (011),1.663,,,45,31,T,,,
12,Male,White,55110,N,,,English (011),2.692,2023,2,45,31,T,43,24,T
12,Male,White,55110,Y,,,English (011),2.701,,,45,31,T,,,
12,Male,White,55110,Y,,,English (011),3.147,2023,6,45,31,T,41,18,T
12,Female,White,55110,N,,,English (011),3.947,2023,8,45,31,T,41,18,T
11,Male,Hispanic,55110,N,,Served,Spanish (045),1.238,,,45,31,T,,,
11,Female,Hispanic,55110,Y,,Served,Spanish (045),3.54,,,45,31,T,44,27,T
11,Male,White,55110,N,,,English (011),3.723,2023,4,45,31,T,39,14,N
11,Female,White,55110,N,,,English (011),3.724,2023,5,45,31,T,50,50,T
11,Male,White,55110,N,,,English (011),3.754,2023,9,45,31,T,,,
11,Female,White,55110,N,,,English (011),3.85,2023,4,45,31,T,,,
10,Male,White,55110,N,,,English (011),3.209,2022,1,45,31,T,40,16,N
10,Female,White,55110,N,,,English (011),3.658,,,45,31,T,41,18,T
10,Male,White,55110,N,,,English (011),3.843,2022,2,45,31,T,53,62,T
10,Female,White,55110,N,,,English (011),3.937,2023,3,45,31,T,,,
10,Male,White,55110,N,,,English (011),4.116,2023,5,45,31,T,52,58,T
9,Female,Hispanic,55110,N,,Served,Spanish (045),2.166,,,45,31,T,43,24,T
9,Female,Black or African American,55110,N,,,English (011),2.611,,,45,31,T,44,27,T
9,Male,Black or African American,55110,N,,,English (011),2.806,,,45,31,T,30,2,N
9,Female,White,55110,Y,,,English (011),3.066,,,45,31,T,45,31,T
9,Female,Asian,55110,N,,Qualified Not Participating,Vietnamese (051),3.084,,,45,31,T,,,
9,Male,Two or More,55110,Y,,,English (011),3.667,,,45,31,T,49,46,T
9,Female,White,55110,N,,,English (011),3.778,,,45,31,T,48,42,T
12,Female,White,55110,N,,,English (011),2.479,,,46,34,T,,,
12,Female,White,55110,N,,,English (011),3.011,2022,2,46,34,T,,,
12,Male,White,55110,N,,,English (011),3.498,2023,7,46,34,T,32,4,N
12,Female,White,55110,N,,,English (011),3.552,2022,3,46,34,T,33,4,N
12,Male,Asian,55110,N,,,English (011),3.8,2023,2,46,34,T,45,31,T
11,Female,White,55110,N,,,English (011),2.461,,,46,34,T,,,
11,Female,Asian,55110,N,,,English (011),2.494,,,46,34,T,45,31,T
11,Female,Two or More,55110,N,,,English (011),2.535,,,46,34,T,,,
11,Female,White,55110,N,,,English (011),3.715,2022,2,46,34,T,50,50,T
10,Female,White,55110,N,,,English (011),0.463,,,46,34,T,,,
10,Male,White,55110,N,,,English (011),1.711,,,46,34,T,48,42,T
10,Female,White,55110,Y,,,English (011),2.596,,,46,34,T,72,99,S
10,Female,White,55110,N,,,English (011),2.981,2023,1,46,34,T,50,50,T
10,Male,White,55110,N,,,English (011),3.121,,,46,34,T,50,50,T
10,Female,Two or More,55110,N,,,English (011),3.37,,,46,34,T,53,62,T
10,Female,White,55110,N,,,English (011),3.723,,,46,34,T,47,38,T
10,Male,White,55110,N,,,Latvian (029),3.834,2023,3,46,34,T,53,62,T
10,Female,White,55110,N,,,English (011),3.852,,,46,34,T,49,46,T
10,Female,White,55110,N,,,English (011),4.056,2023,1,46,34,T,55,69,T
10,Female,White,55110,N,,,English (011),4.093,2023,2,46,34,T,53,62,T
9,Female,White,55110,N,,,English (011),1.807,,,46,34,T,30,2,N
9,Female,White,55110,N,,,English (011),2.638,,,46,34,T,43,24,T
9,Male,White,55110,N,,,English (011),2.666,,,46,34,T,,,
9,Male,White,55110,N,,,English (011),3,,,46,34,T,51,54,T
9,Female,White,55110,N,,,English (011),3.112,,,46,34,T,59,82,T
9,Male,White,55110,N,,,English (011),3.222,,,46,34,T,42,21,T
9,Male,White,55110,N,,,English (011),3.333,,,46,34,T,44,27,T
9,Male,White,55110,N,,,English (011),3.833,,,46,34,T,,,
9,Female,White,55110,N,,,English (011),3.89,,,46,34,T,52,58,T
9,Female,Hispanic,55110,N,,,English (011),3.89,,,46,34,T,40,16,N
12,Male,White,55110,Y,,,English (011),2.422,,,47,38,T,,,
12,Male,White,55110,N,,,English (011),2.423,,,47,38,T,,,
12,Female,Asian,55110,N,,,English (011),2.653,2022,5,47,38,T,,,
12,Female,White,55110,N,,,English (011),3.331,2023,4,47,38,T,47,38,T
12,Female,Two or More,55110,N,,,Hmong (020),4.172,2023,12,47,38,T,53,62,T
12,Female,White,55110,N,,,English (011),4.389,2023,15,47,38,T,43,24,T
11,Male,American Indian or Alaska Native,55110,Y,,,English (011),1.459,,,47,38,T,,,
11,Male,White,55110,N,,,English (011),1.941,,,47,38,T,,,
11,Male,Two or More,55110,N,,,English (011),3.327,2023,6,47,38,T,43,24,T
11,Male,White,55110,N,,,English (011),3.361,2022,1,47,38,T,,,
11,Female,White,55110,N,,,English (011),3.473,,,47,38,T,42,21,T
11,Male,White,55110,N,,,English (011),3.634,2023,6,47,38,T,30,2,N
10,Male,White,55110,N,,,English (011),3.205,,,47,38,T,49,46,T
10,Female,White,55110,N,,,English (011),3.38,,,47,38,T,49,46,T
10,Female,White,55110,Y,,,English (011),3.667,2023,2,47,38,T,53,62,T
10,Female,White,55110,N,,,English (011),3.824,,,47,38,T,,,
10,Female,White,55110,N,,,English (011),3.889,,,47,38,T,49,46,T
10,Female,White,55110,N,,,English (011),3.922,2023,1,47,38,T,40,16,N
10,Female,White,55110,N,,,English (011),3.982,,,47,38,T,41,18,T
10,Male,White,55110,N,,,English (011),4.033,2023,2,47,38,T,47,38,T
10,Female,White,55110,N,,,English (011),4.056,2023,1,47,38,T,45,31,T
10,Female,White,55110,N,,,English (011),4.056,2023,1,47,38,T,40,16,N
9,Female,Black or African American,55110,N,,,English (011),2.25,,,47,38,T,43,24,T
9,Female,White,55110,N,,,English (011),2.973,,,47,38,T,54,66,T
9,Female,White,55110,N,,,English (011),3.194,,,47,38,T,49,46,T
9,Female,Asian,55110,N,,,English (011),3.613,,,47,38,T,41,18,T
9,Female,Asian,55110,N,,,English (011),3.778,,,47,38,T,37,10,N
9,Female,White,55110,N,,,English (011),3.89,,,47,38,T,48,42,T
9,Female,White,55110,N,,,English (011),4,,,47,38,T,47,38,T
12,Female,White,55110,N,,,English (011),2.603,,,48,42,T,,,
12,Female,White,55110,N,,,English (011),3.963,2023,11,48,42,T,,,
12,Male,White,55110,N,,,English (011),4.139,2023,12,48,42,T,46,34,T
11,Female,Black or African American,55110,N,,Qualified Not Participating,French (015),2.034,2023,2,48,42,T,,,
11,Male,White,55110,N,,,English (011),2.69,2023,5,48,42,T,44,27,T
11,Male,Hispanic,55110,N,,,English (011),2.961,2022,1,48,42,T,,,
11,Male,White,55110,N,,,English (011),2.978,2023,1,48,42,T,,,
11,Male,White,55110,N,,,English (011),3.433,2023,3,48,42,T,,,
11,Female,White,55110,N,,,English (011),4.118,2023,9,48,42,T,51,54,T
10,Male,Two or More,55110,Y,,,English (011),1.604,,,48,42,T,41,18,T
10,Male,Hispanic,55110,N,,,English (011),3.305,,,48,42,T,51,54,T
10,Female,White,55110,N,,,English (011),3.7,2023,2,48,42,T,37,10,N
10,Female,White,55110,N,,,English (011),3.817,,,48,42,T,44,27,T
10,Male,White,55110,N,,,English (011),3.908,,,48,42,T,52,58,T
10,Male,White,55110,N,,,English (011),4.032,2023,6,48,42,T,48,42,T
10,Male,White,55110,N,,,English (011),4.093,2022,2,48,42,T,31,3,N
9,Female,White,55110,N,,,English (011),3.283,,,48,42,T,52,58,T
9,Male,White,55110,N,,,English (011),3.418,2023,1,48,42,T,51,54,T
9,Female,White,55110,N,,,English (011),3.945,,,48,42,T,47,38,T
9,Male,White,55110,N,,,English (011),3.945,,,48,42,T,52,58,T
9,Female,White,55110,N,,,English (011),4,,,48,42,T,48,42,T
12,Male,Hispanic,55110,N,,,English (011),2.741,2023,1,49,46,T,,,
12,Male,White,55110,N,,,English (011),3.7,2022,3,49,46,T,,,
12,Female,White,55110,N,,,English (011),4.09,2023,7,49,46,T,49,46,T
11,Male,Hispanic,55110,N,,,English (011),3.228,2022,1,49,46,T,,,
11,Male,White,55110,N,,,English (011),3.573,2023,1,49,46,T,,,
11,Female,Two or More,55110,N,,,English (011),4.022,2023,1,49,46,T,50,50,T
10,Female,White,55110,N,,,English (011),3.407,,,49,46,T,47,38,T
9,Male,Hispanic,55110,N,X,Served,Spanish (045),1.468,,,49,46,T,53,62,T
9,Female,White,55110,N,,,English (011),2.502,,,49,46,T,50,50,T
9,Male,White,55110,N,,,English (011),2.502,,,49,46,T,53,62,T
9,Female,White,55110,N,,,English (011),3.445,,,49,46,T,46,34,T
9,Male,White,55110,N,,,English (011),3.725,,,49,46,T,46,34,T
9,Male,White,55110,N,,,English (011),3.89,,,49,46,T,56,73,T
12,Male,Black or African American,55110,N,,,English (011),2.19,,,50,50,T,,,
12,Male,White,55110,N,,,English (011),2.893,,,50,50,T,,,
12,Male,White,55110,N,,,English (011),3.386,2023,5,50,50,T,51,54,T
12,Female,White,55110,N,,,English (011),3.619,2023,9,50,50,T,49,46,T
12,Male,White,55110,N,,,English (011),4.013,2023,4,50,50,T,55,69,T
12,Female,White,55110,N,,,English (011),4.227,2023,10,50,50,T,47,38,T
12,Female,White,55110,N,X,,English (011),4.43,2023,19,50,50,T,62,88,S
11,Female,White,55110,N,,,English (011),1.796,,,50,50,T,48,42,T
11,Male,White,55110,Y,,,English (011),3.119,,,50,50,T,62,88,S
11,Male,White,55110,N,,,English (011),3.67,2023,2,50,50,T,52,58,T
11,Female,White,55110,N,X,,English (011),3.846,,,50,50,T,57,76,T
11,Male,White,55110,N,,,English (011),3.971,2023,7,50,50,T,,,
11,Female,White,55110,N,,,English (011),4.085,2023,5,50,50,T,53,62,T
11,Female,White,55110,N,,,English (011),4.333,2023,10,50,50,T,72,99,S
10,Female,White,55110,N,,,English (011),1.921,2023,1,50,50,T,56,73,T
10,Male,White,55110,N,,,English (011),2.568,,,50,50,T,,,
9,Female,White,55110,N,,,English (011),2.334,,,50,50,T,53,62,T
9,Male,White,55110,N,,,English (011),2.528,,,50,50,T,,,
9,Male,White,55110,N,,,English (011),2.889,,,50,50,T,,,
9,Male,White,55110,N,,,English (011),3.029,,,50,50,T,,,
9,Female,White,55110,Y,,,English (011),3.083,,,50,50,T,43,24,T
9,Female,White,55110,N,,,English (011),3.472,,,50,50,T,48,42,T
9,Female,White,55110,N,,,English (011),3.668,,,50,50,T,43,24,T
9,Female,White,55110,N,,,English (011),3.945,,,50,50,T,46,34,T
9,Female,Asian,55110,N,,Served,Mandar (301),4,,,50,50,T,46,34,T
12,Male,White,55110,N,,,English (011),2.708,2021,4,51,54,T,,,
12,Female,White,55110,N,,,English (011),3.054,2023,3,51,54,T,,,
11,Male,White,55110,N,,,English (011),2.27,2023,4,51,54,T,,,
11,Male,White,55110,N,,,English (011),2.543,,,51,54,T,,,
11,Female,White,55110,N,,,English (011),3.094,,,51,54,T,49,46,T
11,Male,White,55110,N,X,,English (011),3.497,2023,1,51,54,T,45,31,T
11,Female,White,55110,N,,,English (011),4.129,2023,5,51,54,T,50,50,T
10,Male,Hispanic,55110,N,,,English (011),3.731,2023,3,51,54,T,38,12,N
10,Male,White,55110,N,,,English (011),3.966,2023,4,51,54,T,55,69,T
9,Male,White,55110,N,,,English (011),1.835,,,51,54,T,49,46,T
9,Female,White,55110,N,,,English (011),3.068,,,51,54,T,37,10,N
9,Male,White,55110,N,,,English (011),3.112,,,51,54,T,46,34,T
9,Male,White,55110,N,,,English (011),3.833,,,51,54,T,45,31,T
9,Female,White,55110,N,,,English (011),3.89,,,51,54,T,48,42,T
12,Male,White,55110,N,,,English (011),2.202,2022,5,52,58,T,,,
12,Male,White,55110,N,,,English (011),2.635,,,52,58,T,,,
12,Male,White,55110,N,,,English (011),3.226,2023,6,52,58,T,,,
12,Male,White,55110,N,,,English (011),3.352,2023,2,52,58,T,,,
12,Female,White,55110,N,,,English (011),3.616,2023,5,52,58,T,52,58,T
12,Female,White,55110,N,,,English (011),3.66,2023,3,52,58,T,50,50,T
12,Female,White,55110,N,,,English (011),4.241,2023,10,52,58,T,52,58,T
11,Female,White,55110,N,,,English (011),2.107,,,52,58,T,,,
11,Female,White,55110,N,,,English (011),3.353,2023,2,52,58,T,52,58,T
11,Female,White,55110,N,,,English (011),4.03,2023,4,52,58,T,52,58,T
11,Female,White,55110,N,,,English (011),4.075,2023,3,52,58,T,66,95,S
11,Male,White,55110,N,,,English (011),4.3,2023,10,52,58,T,56,73,T
10,Female,White,55110,N,,,English (011),1.431,,,52,58,T,,,
10,Male,White,55110,Y,,,English (011),1.605,,,52,58,T,46,34,T
10,Female,White,55110,N,,,English (011),3.492,2023,2,52,58,T,60,84,S
9,Male,Hispanic,55110,N,,Served,Spanish (045),0.888,,,52,58,T,,,
9,Female,Black or African American,55110,N,,,English (011),2.057,,,52,58,T,53,62,T
9,Female,Hispanic,55110,N,,Qualified Not Participating,English (011),3.167,,,52,58,T,58,79,T
9,Male,White,55110,N,,,English (011),3.299,2023,1,52,58,T,42,21,T
9,Male,Asian,55110,N,,Served,Hmong (020),3.723,,,52,58,T,52,58,T
9,Female,White,55110,N,X,,English (011),3.945,,,52,58,T,53,62,T
9,Male,White,55110,N,,,English (011),4,,,52,58,T,57,76,T
9,Female,White,55110,N,,,English (011),4,,,52,58,T,60,84,S
12,Male,Asian,55110,Y,,,English (011),3.334,,,53,62,T,54,66,T
12,Male,White,55110,N,,,English (011),4.082,2023,5,53,62,T,55,69,T
12,Female,White,55110,N,,,English (011),4.093,2023,10,53,62,T,55,69,T
12,Female,White,55110,N,,,English (011),4.389,2023,14,53,62,T,,,
11,Male,White,55110,Y,,,English (011),2.015,,,53,62,T,,,
11,Female,White,55110,N,,,English (011),3.09,,,53,62,T,47,38,T
11,Male,White,55110,N,,,English (011),3.451,2022,3,53,62,T,47,38,T
11,Male,White,55110,N,,Served,Lithuanian (031),4.152,2023,7,53,62,T,47,38,T
10,Male,White,55110,N,,,English (011),3.038,,,53,62,T,51,54,T
10,Male,White,55110,N,,,English (011),3.176,,,53,62,T,52,58,T
10,Male,White,55110,N,,,English (011),3.282,2022,1,53,62,T,47,38,T
10,Female,White,55110,N,,,English (011),3.593,,,53,62,T,,,
10,Female,White,55110,N,,,English (011),3.908,,,53,62,T,44,27,T
9,Female,White,55110,N,,,English (011),1.833,,,53,62,T,,,
9,Female,Two or More,55110,N,,Served,"Filipino, Pilipino (126)",2.612,,,53,62,T,56,73,T
9,Male,Hispanic,55110,N,,,English (011),3.557,,,53,62,T,57,76,T
9,Female,White,55110,N,,,English (011),3.667,,,53,62,T,55,69,T
9,Female,Hispanic,55110,N,,,Spanish (045),3.918,,,53,62,T,53,62,T
9,Female,White,55110,N,,,English (011),3.945,,,53,62,T,51,54,T
12,Female,White,55110,N,,,English (011),0.125,,,54,66,T,,,
12,Male,White,55110,N,,,English (011),1.571,,,54,66,T,,,
12,Male,White,55110,N,,,English (011),3.651,2023,10,54,66,T,51,54,T
11,Male,Asian,55110,N,,,English (011),3.663,2022,3,54,66,T,55,69,T
11,Male,White,55110,N,,,English (011),3.786,2023,3,54,66,T,,,
11,Male,White,55110,N,,,English (011),3.882,2023,6,54,66,T,,,
11,Male,Asian,55110,N,,,Arabic (002),4,,,54,66,T,54,66,T
10,Male,Hispanic,55110,N,,Served,Spanish (045),2.888,,,54,66,T,61,86,S
10,Female,White,55110,Y,,,English (011),3.375,,,54,66,T,55,69,T
10,Female,White,55110,N,,,English (011),3.732,2023,1,54,66,T,51,54,T
9,Female,White,55110,N,,,English (011),1.057,,,54,66,T,,,
9,Female,Two or More,55110,N,,,English (011),3.278,,,54,66,T,49,46,T
9,Female,White,55110,N,,,English (011),3.333,,,54,66,T,49,46,T
9,Male,White,55110,N,,,English (011),3.335,,,54,66,T,43,24,T
9,Male,Hispanic,55110,N,,,English (011),3.418,,,54,66,T,41,18,T
9,Female,White,55110,N,,,English (011),3.557,,,54,66,T,48,42,T
9,Female,White,55110,N,,,English (011),4,,,54,66,T,52,58,T
9,Female,White,55110,N,,,English (011),4,,,54,66,T,54,66,T
12,Male,White,55110,N,,,English (011),3.115,2023,1,55,69,T,,,
11,Male,White,55110,N,,,English (011),3.008,2023,3,55,69,T,55,69,T
11,Female,White,55110,N,,,English (011),3.634,,,55,69,T,50,50,T
11,Male,White,55110,Y,,,English (011),3.753,2023,4,55,69,T,72,99,S
11,Female,White,55110,N,,,English (011),4.164,2023,6,55,69,T,54,66,T
10,Female,Hispanic,55110,N,X,,English (011),2.87,,,55,69,T,37,10,N
10,Female,White,55110,N,,,English (011),4,,,55,69,T,55,69,T
9,Female,White,55110,N,,,English (011),0.278,,,55,69,T,46,34,T
9,Male,White,55110,Y,,,English (011),2.466,,,55,69,T,59,82,T
9,Female,Black or African American,55110,N,,,English (011),3.029,,,55,69,T,52,58,T
9,Male,White,55110,N,,,English (011),3.168,,,55,69,T,47,38,T
9,Male,White,55110,N,,,English (011),3.445,2023,1,55,69,T,72,99,S
9,Male,Two or More,55110,N,,,English (011),3.498,,,55,69,T,49,46,T
9,Female,White,55110,N,,,English (011),3.8,,,55,69,T,52,58,T
9,Female,White,55110,N,,,English (011),3.89,,,55,69,T,57,76,T
9,Male,White,55110,N,,,English (011),4,,,55,69,T,58,79,T
12,Female,White,55110,N,,,English (011),4.175,2023,12,56,73,T,58,79,T
11,Female,White,55110,N,,,English (011),3.201,2023,1,56,73,T,45,31,T
11,Female,White,55110,N,,,English (011),3.597,2023,6,56,73,T,,,
11,Female,White,55110,N,,,English (011),3.692,2023,1,56,73,T,,,
11,Female,Hispanic,55110,N,X,,English (011),4,,,56,73,T,55,69,T
11,Female,White,55110,N,,,English (011),4.056,2023,3,56,73,T,46,34,T
9,Female,White,55110,N,,,English (011),3.61,,,56,73,T,36,8,N
12,Female,Hispanic,55110,N,X,,English (011),1.665,2023,1,57,76,T,,,
12,Male,White,55110,Y,,,English (011),2.326,,,57,76,T,,,
12,Female,White,55110,N,,,English (011),3.7,2023,2,57,76,T,,,
11,Male,White,55110,N,,,English (011),2.84,,,57,76,T,,,
11,Female,White,55110,N,,,English (011),2.999,2023,1,57,76,T,49,46,T
11,Female,White,55110,N,,,English (011),3.094,,,57,76,T,42,21,T
11,Female,White,55110,N,,,English (011),3.175,2023,3,57,76,T,,,
11,Male,Asian,55110,N,,,English (011),3.333,,,57,76,T,,,
11,Male,White,55110,N,,,English (011),3.589,,,57,76,T,56,73,T
10,Female,White,55110,N,,,English (011),3.272,2023,1,57,76,T,53,62,T
10,Female,White,55110,N,,,English (011),3.874,2023,1,57,76,T,62,88,S
10,Female,White,55110,N,,,English (011),3.976,2023,1,57,76,T,58,79,T
9,Female,White,55110,N,,,English (011),3.833,,,57,76,T,50,50,T
9,Female,White,55110,N,,,English (011),3.945,,,57,76,T,54,66,T
9,Female,Black or African American,55110,N,,,English (011),4.043,2023,1,57,76,T,60,84,S
12,Female,Hispanic,55110,N,,Served,English (011),2.742,,,58,79,T,,,
11,Male,White,55110,Y,,,English (011),2.787,2021,1,58,79,T,50,50,T
11,Male,Two or More,55110,Y,,Served,"Khmer, Cambodian (005)",3.4,,,58,79,T,51,54,T
11,Male,White,55110,N,,,English (011),3.945,2023,6,58,79,T,51,54,T
10,Male,White,55110,N,,,English (011),2.961,,,58,79,T,50,50,T
10,Male,White,55110,N,,,English (011),3.51,2023,1,58,79,T,61,86,S
10,Female,White,55110,N,,,English (011),4.033,2023,1,58,79,T,59,82,T
9,Male,White,55110,N,,,English (011),2.778,,,58,79,T,55,69,T
9,Male,White,55110,N,,,English (011),3.945,,,58,79,T,58,79,T
9,Female,White,55110,N,,,English (011),4,,,58,79,T,61,86,S
10,Male,White,55110,N,,,English (011),3.393,2023,3,59,82,T,61,86,S
10,Female,White,55110,N,,,English (011),3.807,,,59,82,T,54,66,T
10,Female,White,55110,N,,,English (011),3.978,2023,1,59,82,T,52,58,T
9,Female,Asian,55110,N,,Served,Hmong (020),3.555,,,59,82,T,47,38,T
9,Female,White,55110,N,,,English (011),4,,,59,82,T,52,58,T
12,Male,Hispanic,55110,Y,,,English (011),3.184,2023,2,60,84,S,58,79,T
11,Male,White,55110,N,,,English (011),3.581,2023,1,60,84,S,72,99,S
11,Female,White,55110,N,,,English (011),3.761,2022,3,60,84,S,56,73,T
11,Female,White,55110,N,,,English (011),4.042,2023,2,60,84,S,61,86,S
12,Female,Asian,55110,N,,,English (011),4.267,2023,10,61,86,S,31,3,N
11,Female,White,55110,N,,,English (011),2.498,2022,1,61,86,S,44,27,T
10,Male,White,55110,N,,,English (011),3.859,2023,1,61,86,S,72,99,S
10,Female,White,55110,N,,,English (011),3.908,,,61,86,S,,,
12,Female,White,55110,N,,,English (011),3.743,2023,3,62,88,S,62,88,S
11,Male,Two or More,55110,N,X,,English (011),2.423,,,62,88,S,,,
11,Female,White,55110,N,,,English (011),3.356,,,62,88,S,,,
11,Female,White,55110,N,,,English (011),3.748,2023,4,62,88,S,,,
11,Female,White,55110,N,,,English (011),4.003,2023,4,62,88,S,,,
10,Male,Two or More,55110,N,,,English (011),1.436,,,62,88,S,44,27,T
10,Male,Asian,55110,N,,,English (011),3.111,,,62,88,S,56,73,T
9,Male,Hispanic,55110,N,,,English (011),1.667,,,62,88,S,53,62,T
9,Female,Hispanic,55110,N,,Served,Spanish (045),1.723,,,62,88,S,57,76,T
9,Male,White,55110,N,,,English (011),3.223,,,62,88,S,35,7,N
9,Female,White,55110,Y,,,English (011),3.534,,,62,88,S,57,76,T
9,Female,White,55110,N,,,English (011),3.833,,,62,88,S,52,58,T
9,Male,White,55110,Y,,,English (011),1.625,,,63,90,S,72,99,S
9,Female,White,55110,N,,,English (011),3.555,,,63,90,S,70,98,S
12,Female,White,55110,Y,,,English (011),2.523,2021,2,64,92,S,,,
9,Male,White,55110,N,,,English (011),3.082,,,64,92,S,52,58,T
10,Male,White,55110,Y,,,English (011),1.777,,,65,93,S,,,
12,Female,White,55110,N,,,English (011),2.762,2023,3,66,95,S,72,99,S
11,Male,White,55110,N,,,English (011),2.956,2023,1,66,95,S,55,69,T
11,Male,White,55110,N,,,English (011),3.992,2023,5,66,95,S,51,54,T
10,Female,White,55110,N,,,English (011),3.796,2023,1,66,95,S,63,90,S
10,Female,White,55110,N,,,English (011),2.797,,,67,96,S,28,1,N
9,Male,White,55110,N,,,English (011),2.502,,,67,96,S,55,69,T
12,Male,White,55110,N,,,English (011),2.676,,,68,96,S,47,38,T
12,Male,White,55110,N,,,English (011),3.576,2023,3,69,97,S,52,58,T
11,Female,White,55110,N,,,English (011),4.038,2023,3,69,97,S,,,
9,Male,Black or African American,55110,Y,,,English (011),2.934,,,69,97,S,58,79,T
12,Male,White,55110,Y,,,English (011),3.498,2023,8,71,98,S,,,
12,Male,Hispanic,55110,N,,,English (011),2.912,2021,3,72,99,S,,,
12,Male,Two or More,55110,N,,,English (011),3.723,2023,10,72,99,S,56,73,T
11,Male,White,55110,N,,,English (011),3.737,2023,8,72,99,S,,,
11,Male,White,55110,N,,,English (011),4.32,2023,10,72,99,S,,,
10,Female,White,55110,N,,,English (011),2.598,2022,2,72,99,S,,,
10,Female,White,55110,N,,,English (011),3.744,2023,2,72,99,S,72,99,S
9,Male,Hispanic,55110,N,,,English (011),0.502,,,72,99,S,37,10,N
12,Male,Hispanic,55110,N,,Served,Spanish (045),0.514,,,,,,,,
12,Male,White,55110,N,,,English (011),0.305,,,,,,,,
12,Female,White,55110,N,,,English (011),0.315,,,,,,,,
12,Male,White,55110,N,,,English (011),1.055,,,,,,,,
12,Male,Black or African American,55110,N,,,English (011),0.058,,,,,,,,
12,Male,Black or African American,55110,N,,,English (011),0.202,2023,1,,,,,,
12,Male,Black or African American,55110,N,,,English (011),0.442,2023,1,,,,,,
12,Male,Black or African American,55110,N,,,English (011),1.261,,,,,,,,
12,Female,Two or More,55110,N,,,English (011),1.31,,,,,,,,
12,Male,White,55110,N,X,,English (011),1.323,,,,,,,,
12,Male,White,55110,N,,,English (011),1.982,2022,2,,,,,,
12,Male,White,55110,N,,,English (011),2.138,,,,,,,,
12,Female,White,55110,N,,,English (011),0.239,2023,1,,,,,,
12,Male,White,55110,Y,,,English (011),0.373,,,,,,,,
12,Male,White,55110,N,,,English (011),0.381,2023,1,,,,,,
12,Male,White,55110,N,,,Kenuzi-Dongola (267),0.411,2023,1,,,,,,
12,Male,Two or More,55110,N,,,English (011),0.613,,,,,,,,
12,Female,Two or More,55110,N,,,English (011),0.625,,,,,,,,
12,Male,White,55110,Y,,,English (011),0.748,,,,,,,,
12,Male,White,55110,Y,,,English (011),0.761,,,,,,,,
12,Male,Black or African American,55110,N,,,English (011),0.835,,,,,,,,
12,Male,Asian,55110,N,,Served,Vietnamese (051),0.916,2023,1,,,,,,
12,Male,Black or African American,55110,Y,,,English (011),0.917,,,,,,,,
12,Male,White,55110,N,,,English (011),0.974,2023,1,,,,,,
12,Male,Hispanic,55110,N,,,English (011),1.019,2023,1,,,,,,
12,Male,Black or African American,55110,Y,,,English (011),1.072,,,,,,,,
12,Male,White,55110,N,,,English (011),1.15,,,,,,,,
12,Female,White,55110,N,,,English (011),1.254,2023,1,,,,,,
12,Male,Hispanic,55110,Y,,,English (011),1.309,,,,,,,,
12,Female,White,55110,Y,,,English (011),1.315,2021,1,,,,,,
12,Female,Black or African American,55110,N,,,English (011),1.432,2023,1,,,,,,
12,Female,Two or More,55110,Y,,,English (011),1.545,,,,,,,,
12,Male,White,55110,Y,,,English (011),1.552,2023,1,,,,,,
12,Female,White,55110,N,,,English (011),1.587,,,,,,,,
12,Female,Asian,55110,N,X,,English (011),1.587,,,,,,,,
12,Male,White,55110,Y,,,English (011),1.67,,,,,,,,
12,Male,White,55110,N,,,English (011),1.688,2020,2,,,,,,
12,Male,White,55110,Y,,,English (011),1.69,2023,1,,,,,,
12,Male,White,55110,Y,,,English (011),1.813,,,,,,28,1,N
12,Male,White,55110,N,,,English (011),1.849,,,,,,28,1,N
12,Female,White,55110,N,,,English (011),1.858,2020,1,,,,,,
12,Male,White,55110,Y,,,English (011),1.869,,,,,,,,
12,Male,White,55110,N,,,English (011),1.876,,,,,,,,
12,Female,White,55110,N,,,English (011),1.898,,,,,,,,
12,Male,White,55110,N,X,,English (011),1.901,,,,,,,,
12,Male,Hispanic,55110,Y,,,English (011),1.914,,,,,,,,
12,Male,Hispanic,55110,N,,Served,Spanish (045),1.915,2020,2,,,,,,
12,Female,White,55110,N,,,English (011),1.92,2023,1,,,,,,
12,Female,Two or More,55110,Y,,,English (011),1.962,,,,,,,,
12,Male,White,55110,N,,,English (011),1.97,2023,1,,,,50,50,T
12,Female,White,55110,N,,,English (011),1.975,,,,,,,,
12,Male,White,55110,N,,,English (011),2.023,,,,,,,,
12,Female,White,55110,N,X,,English (011),2.05,2022,4,,,,,,
