Grade,Gender,Resolved Race/Ethnicity,Home ZIP Code,Sped,504,EL,Home Language,GPA,Latest College Credit Taken,Total College Credit Taken,Fall SEC TScore,Fall SEC Percentile,Fall SEC Description,Winter SEC TScore,Winter SEC Percentile,Winter SEC Description
9,Female,White,55110,N,,,English (011),1.557,,,,,,28,1,N
9,Male,Black or African American,55110,N,,,English (011),1.64,,,,,,47,38,T
11,Male,Hispanic,55110,N,,Served,Spanish (045),1.668,,,,,,,,
9,Male,White,55110,N,,,English (011),1.722,,,,,,28,1,N
9,Female,White,55110,N,,,English (011),1.734,,,,,,28,1,N
9,Female,White,55110,N,,,English (011),1.734,,,,,,40,16,N
9,Female,Hispanic,55110,Y,,,English (011),1.736,,,,,,42,21,T
9,Male,White,55110,N,,,English (011),1.76,,,,,,53,62,T
9,Male,White,55110,Y,,,English (011),1.8,,,,,,28,1,N
9,Male,White,55110,Y,,,English (011),1.833,,,,,,42,21,T
9,Male,White,55110,N,,,English (011),1.835,,,,,,42,21,T
9,Male,Hispanic,55110,N,,Served,Spanish (045),1.861,,,,,,,,
9,Male,White,55110,Y,,,English (011),1.918,,,,,,42,21,T
9,Male,White,55110,N,X,,English (011),1.934,,,,,,38,12,N
9,Female,White,55110,N,,,English (011),1.969,,,,,,42,21,T
9,Male,Black or African American,55110,N,,Served,"Oromo, Afaan Oromo, Oromiffa (074)",1.973,,,,,,45,31,T
11,Male,Hispanic,55110,N,,Served,Spanish (045),2.032,,,,,,,,
9,Female,White,55110,N,X,,English (011),2.055,,,,,,,,
9,Female,Black or African American,55110,N,,,English (011),2.084,,,,,,48,42,T
9,Male,Hispanic,55110,N,,Served,Spanish (045),2.138,,,,,,,,
9,Male,White,55110,N,X,,English (011),2.168,,,,,,32,4,N
9,Male,Asian,55110,N,,Served,Hmong (020),2.363,,,,,,53,62,T
9,Female,Black or African American,55110,N,,,English (011),2.387,,,,,,35,7,N
9,Female,White,55110,N,X,,English (011),2.5,,,,,,34,5,N
9,Female,White,55110,N,,,English (011),2.555,,,,,,,,
9,Female,Hispanic,55110,N,,,English (011),2.555,,,,,,,,
9,Male,White,55110,N,,,English (011),2.557,,,,,,47,38,T
9,Female,White,55110,N,,,English (011),2.557,,,,,,52,58,T
9,Female,Hispanic,55110,N,,Served,Spanish (045),2.557,,,,,,38,12,N
9,Female,White,55110,Y,,,English (011),2.633,,,,,,36,8,N
9,Female,Asian,55110,N,X,,English (011),2.668,,,,,,28,1,N
9,Male,White,55110,N,,,English (011),2.722,,,,,,51,54,T
9,Male,White,55110,Y,,,English (011),2.723,,,,,,41,18,T
9,Female,Black or African American,55110,N,,,English (011),2.805,,,,,,46,34,T
9,Male,White,55110,N,X,,Dei (218),2.832,,,,,,28,1,N
9,Female,Two or More,55110,N,,,English (011),2.832,,,,,,52,58,T
9,Female,White,55110,Y,,,English (011),2.834,,,,,,43,24,T
9,Male,White,55110,N,,,English (011),2.894,2023,1,,,,,,
9,Male,Two or More,55110,Y,,,English (011),2.93,2023,1,,,,55,69,T
9,Female,White,55110,N,,,English (011),2.943,,,,,,32,4,N
9,Female,White,55110,N,,,English (011),3.002,,,,,,42,21,T
9,Female,Two or More,55110,N,,,English (011),3.057,,,,,,44,27,T
9,Female,White,55110,N,,,English (011),3.083,,,,,,43,24,T
9,Male,White,55110,N,,,English (011),3.083,,,,,,43,24,T
9,Male,Hispanic,55110,N,,,Spanish (045),3.138,,,,,,,,
9,Male,Asian,55110,N,,Served,"Filipino, Pilipino (126)",3.139,,,,,,31,3,N
9,Female,Hispanic,55110,N,,Served,Spanish (045),3.25,,,,,,,,
9,Male,Two or More,55110,N,,,English (011),3.28,,,,,,32,4,N
9,Female,White,55110,N,,,English (011),3.306,,,,,,64,92,S
9,Male,Asian,55110,N,,,English (011),3.39,,,,,,33,4,N
9,Female,White,55110,N,,,English (011),3.445,,,,,,,,
9,Male,White,55110,N,,,English (011),3.488,,,,,,39,14,N
9,Female,Black or African American,55110,N,,Served,French (015),3.499,,,,,,52,58,T
9,Male,White,55110,N,,,English (011),3.502,,,,,,,,
9,Male,Asian,55110,N,,,English (011),3.528,,,,,,50,50,T
9,Male,Hispanic,55110,N,,,Spanish (045),3.534,,,,,,38,12,N
9,Male,White,55110,N,,,English (011),3.612,,,,,,63,90,S
9,Female,White,55110,N,,,English (011),3.612,,,,,,35,7,N
9,Male,White,55110,N,,,English (011),3.641,,,,,,52,58,T
9,Female,White,55110,N,,,English (011),3.667,,,,,,49,46,T
9,Female,White,55110,N,,,English (011),3.778,,,,,,41,18,T
9,Male,White,55110,N,,,English (011),3.805,,,,,,42,21,T
9,Female,White,55110,N,,,English (011),3.848,,,,,,44,27,T
9,Female,White,55110,N,,Served,Lithuanian (031),3.945,,,,,,63,90,S
9,Female,White,55110,N,,,English (011),4,,,,,,50,50,T
9,Female,White,55110,N,,,English (011),#N/A,,,,,,44,27,T
12,Male,Hispanic,55117,N,,Served,English (011),1.527,2023,1,28,1,N,,,
11,Female,White,55117,N,,,English (011),1.146,,,28,1,N,,,
11,Male,White,55117,N,,,English (011),2.589,,,30,2,N,28,1,N
11,Female,White,55117,N,X,,English (011),2.061,,,36,8,N,30,2,N
11,Female,White,55117,N,,,English (011),1.184,,,38,12,N,42,21,T
11,Male,White,55117,N,,,English (011),2.939,,,50,50,T,72,99,S
10,Female,Asian,55117,N,,,Hmong (020),3.653,2023,2,53,62,T,53,62,T
12,Female,White,55117,N,,,English (011),3.406,2023,4,61,86,S,54,66,T
12,Male,Hispanic,55117,Y,,Served,Spanish (045),1.677,,,,,,,,
11,Male,Black or African American,55117,Y,,,English (011),1.228,,,,,,35,7,N
11,Female,Black or African American,55117,N,,,English (011),1.812,,,,,,28,1,N
11,Male,White,55117,Y,,,English (011),2.267,,,,,,,,
10,Male,Hispanic,55117,N,,Served,Spanish (045),0,,,,,,,,
10,Male,White,55117,Y,,,English (011),0.771,,,,,,,,
10,Female,Two or More,55117,Y,,,English (011),1.334,,,,,,,,
10,Male,White,55117,Y,,,English (011),1.349,,,,,,28,1,N
9,Male,White,55117,N,,,English (011),0,,,,,,,,
10,Male,Hispanic,55119,Y,,,English (011),1.208,,,28,1,N,,,
9,Female,Two or More,55119,Y,,,English (011),3,,,28,1,N,35,7,N
9,Female,White,55119,Y,,,English (011),0.222,,,53,62,T,,,
9,Female,White,55119,N,,,English (011),2.082,,,55,69,T,54,66,T
9,Male,White,55119,N,,,English (011),3.722,,,56,73,T,63,90,S
12,Male,Hispanic,55119,N,,,English (011),4.243,2023,2,64,92,S,,,
12,Female,White,55119,N,,,English (011),1.982,,,,,,,,
12,Male,Two or More,55119,Y,,,English (011),1.488,,,,,,54,66,T
12,Male,Black or African American,55119,N,,,English (011),1.895,,,,,,,,
12,Male,White,55119,N,,,English (011),3.619,2023,1,,,,,,
11,Female,Two or More,55119,N,,,English (011),2.006,,,,,,,,
11,Male,White,55119,Y,,,English (011),#N/A,,,,,,,,
10,Female,White,55119,N,,,English (011),0.737,,,,,,28,1,N
10,Male,Two or More,55119,N,,,English (011),1.216,,,,,,,,
10,Female,Two or More,55119,N,,,English (011),1.574,,,,,,,,
10,Male,American Indian or Alaska Native,55119,Y,,,English (011),2.033,,,,,,,,
10,Female,Black or African American,55119,N,,,English (011),2.236,,,,,,37,10,N
10,Female,Hispanic,55119,N,,,English (011),#N/A,,,,,,55,69,T
9,Male,Black or African American,55119,Y,,,English (011),0.875,,,,,,42,21,T
9,Female,Hispanic,55119,N,,,English (011),1.668,,,,,,38,12,N
11,Male,Hispanic,55127,N,,,Laki (287),0.744,2023,1,28,1,N,,,
10,Male,Asian,55127,N,,Served,Hmong (020),2.073,,,28,1,N,28,1,N
10,Male,White,55127,N,X,,English (011),2.5,,,28,1,N,28,1,N
10,Female,Asian,55127,N,,,English (011),3.815,,,28,1,N,28,1,N
9,Female,Asian,55127,N,,,"Filipino, Pilipino (126)",1.038,,,28,1,N,,,
9,Male,White,55127,Y,,,English (011),1.222,,,28,1,N,40,16,N
9,Male,Asian,55127,N,,,English (011),3.167,2023,1,28,1,N,29,2,N
9,Male,White,55127,N,,,English (011),3.722,,,28,1,N,36,8,N
10,Female,White,55127,N,X,,English (011),0.834,,,29,2,N,36,8,N
12,Male,Asian,55127,Y,,Served,Hmong (020),2.442,,,30,2,N,,,
12,Male,Hispanic,55127,N,,,Spanish (045),2.64,2023,4,30,2,N,,,
12,Male,White,55127,N,,,English (011),2.264,2021,1,31,3,N,31,3,N
11,Female,White,55127,N,,,English (011),2.448,2023,4,31,3,N,28,1,N
11,Male,White,55127,N,,,English (011),3.203,2023,2,31,3,N,,,
11,Male,White,55127,N,,,English (011),3.628,2022,2,31,3,N,28,1,N
11,Male,White,55127,Y,,,English (011),4.179,2023,8,31,3,N,36,8,N
9,Female,White,55127,N,,,English (011),1.833,,,31,3,N,28,1,N
9,Male,White,55127,N,,,English (011),2.834,,,31,3,N,51,54,T
12,Female,Hispanic,55127,N,,Qualified Not Participating,Spanish (045),2.324,2023,2,32,4,N,,,
12,Female,Asian,55127,N,,,English (011),3.257,2023,5,32,4,N,,,
11,Male,White,55127,Y,,,English (011),3.134,,,32,4,N,30,2,N
10,Male,White,55127,N,,,English (011),1.838,2022,2,32,4,N,50,50,T
10,Male,White,55127,N,,,English (011),1.982,,,32,4,N,35,7,N
10,Female,White,55127,N,,,English (011),2.972,2022,1,32,4,N,31,3,N
9,Male,White,55127,N,,,English (011),2.167,,,32,4,N,,,
11,Female,White,55127,N,X,,English (011),2.53,,,33,4,N,36,8,N
11,Female,White,55127,N,,,English (011),3.429,2023,5,33,4,N,39,14,N
12,Male,White,55127,N,X,,English (011),2.681,,,34,5,N,,,
11,Female,Hispanic,55127,Y,,,Pahlavani (335),1.983,,,34,5,N,,,
11,Male,White,55127,Y,,,English (011),3.321,2022,3,34,5,N,,,
11,Male,White,55127,N,,,English (011),3.455,2023,8,34,5,N,,,
9,Female,White,55127,Y,,,English (011),0.612,,,34,5,N,,,
12,Female,White,55127,N,,,English (011),3.047,,,35,7,N,51,54,T
11,Male,White,55127,N,,,English (011),4.067,2023,4,35,7,N,31,3,N
10,Male,White,55127,N,,,English (011),2.074,,,35,7,N,29,2,N
12,Female,White,55127,N,,,English (011),2.896,2020,1,36,8,N,34,5,N
12,Female,Asian,55127,N,,Served,Hmong (020),3.698,2023,4,36,8,N,42,21,T
11,Female,Hispanic,55127,Y,,,English (011),2.756,,,36,8,N,,,
11,Male,White,55127,N,,,English (011),3.023,2022,4,36,8,N,,,
11,Female,White,55127,N,,,English (011),3.256,,,36,8,N,37,10,N
11,Female,Asian,55127,N,,,English (011),3.419,2023,4,36,8,N,,,
11,Female,White,55127,N,X,,English (011),3.897,2023,1,36,8,N,41,18,T
10,Male,White,55127,N,,,English (011),1.549,,,36,8,N,,,
10,Female,Asian,55127,N,,,Vietnamese (051),3.97,2023,2,36,8,N,37,10,N
10,Male,White,55127,N,,,English (011),4.167,2023,3,36,8,N,47,38,T
9,Male,White,55127,N,,,English (011),3.613,,,36,8,N,47,38,T
9,Female,Asian,55127,N,,,English (011),3.835,,,36,8,N,35,7,N
12,Male,White,55127,N,,,English (011),3.28,2023,2,37,10,N,38,12,N
12,Female,Black or African American,55127,N,,,English (011),3.9,2023,2,37,10,N,,,
11,Female,Asian,55127,N,,,Hmong (020),2.54,,,37,10,N,32,4,N
10,Male,White,55127,N,,,English (011),0.477,,,37,10,N,,,
10,Male,White,55127,Y,,,English (011),1.789,2022,1,37,10,N,35,7,N
10,Male,White,55127,N,,,English (011),1.815,,,37,10,N,39,14,N
10,Female,White,55127,N,,,English (011),2.106,2023,1,37,10,N,30,2,N
10,Female,Asian,55127,N,,Served,Hmong (020),2.236,,,37,10,N,,,
10,Male,White,55127,N,,,English (011),2.501,,,37,10,N,29,2,N
10,Female,Asian,55127,N,,Served,Hmong (020),3.611,,,37,10,N,37,10,N
9,Male,Asian,55127,N,,,Burmese (055),2.055,,,37,10,N,34,5,N
9,Female,White,55127,N,,,English (011),3.128,,,37,10,N,29,2,N
12,Male,Black or African American,55127,Y,,,English (011),2.246,,,38,12,N,,,
12,Male,White,55127,N,X,,English (011),2.745,,,38,12,N,,,
11,Male,White,55127,N,,,English (011),3.549,2023,3,38,12,N,,,
12,Male,White,55127,Y,,,English (011),2.997,2023,1,39,14,N,,,
11,Female,White,55127,N,,,English (011),3.107,2022,2,39,14,N,41,18,T
11,Male,White,55127,N,X,,English (011),3.552,2023,8,39,14,N,,,
10,Male,White,55127,N,,,English (011),3.371,,,39,14,N,46,34,T
9,Male,White,55127,N,,,English (011),3.388,,,39,14,N,44,27,T
9,Female,White,55127,N,,,English (011),3.833,,,39,14,N,38,12,N
12,Female,White,55127,N,,,English (011),3.25,2023,5,40,16,N,,,
12,Female,White,55127,N,,,English (011),4.35,2023,13,40,16,N,72,99,S
10,Male,White,55127,N,,,English (011),3.608,2023,6,40,16,N,39,14,N
10,Male,White,55127,N,,,English (011),3.707,2023,2,40,16,N,36,8,N
10,Female,White,55127,N,,,English (011),3.816,,,40,16,N,43,24,T
9,Female,White,55127,N,,,English (011),2.973,,,40,16,N,39,14,N
12,Male,White,55127,N,,,English (011),2.635,,,41,18,T,44,27,T
11,Male,White,55127,N,,,English (011),2.392,,,41,18,T,,,
10,Female,White,55127,N,,,English (011),3.298,,,41,18,T,40,16,N
10,Female,White,55127,N,,,English (011),3.834,,,41,18,T,43,24,T
9,Male,White,55127,N,,,English (011),2,,,41,18,T,50,50,T
9,Female,White,55127,N,,,English (011),2.862,,,41,18,T,37,10,N
11,Female,White,55127,Y,,,English (011),2.078,,,42,21,T,,,
11,Male,White,55127,N,,,English (011),3.357,2022,2,42,21,T,45,31,T
9,Male,Asian,55127,N,,,English (011),1.568,,,42,21,T,44,27,T
9,Male,American Indian or Alaska Native,55127,N,,,English (011),1.778,,,42,21,T,42,21,T
9,Female,Asian,55127,N,,,Hmong (020),3.056,,,42,21,T,51,54,T
9,Female,Asian,55127,N,,,English (011),4,,,42,21,T,39,14,N
11,Male,White,55127,Y,,,English (011),2.113,2023,1,43,24,T,49,46,T
11,Male,Asian,55127,N,,Served,English (011),4.467,2023,14,43,24,T,47,38,T
10,Male,Two or More,55127,N,,,English (011),2.926,,,43,24,T,38,12,N
10,Male,White,55127,N,,,English (011),2.977,2023,1,43,24,T,41,18,T
10,Female,White,55127,N,,,English (011),3.158,,,43,24,T,43,24,T
9,Female,White,55127,N,,,English (011),1.64,,,43,24,T,28,1,N
9,Female,White,55127,N,,,English (011),2.166,,,43,24,T,39,14,N
9,Female,White,55127,N,,,English (011),2.888,,,43,24,T,43,24,T
9,Female,White,55127,N,,,English (011),2.89,,,43,24,T,46,34,T
9,Female,White,55127,N,,,English (011),3.835,,,43,24,T,32,4,N
9,Female,White,55127,N,,,English (011),4,,,43,24,T,51,54,T
9,Female,White,55127,N,,,English (011),4.167,2023,1,43,24,T,43,24,T
12,Female,Black or African American,55127,N,,,English (011),3.6,2023,2,44,27,T,,,
12,Male,White,55127,N,,,English (011),4.238,2023,9,44,27,T,42,21,T
11,Male,White,55127,Y,,,English (011),1.288,,,44,27,T,,,
11,Female,Asian,55127,N,X,,English (011),2.852,,,44,27,T,28,1,N
10,Female,Hispanic,55127,N,,,English (011),0.385,,,44,27,T,,,
10,Female,Asian,55127,N,,Served,English (011),3.977,2023,1,44,27,T,47,38,T
9,Male,Hispanic,55127,N,,,English (011),1.555,,,44,27,T,41,18,T
9,Female,White,55127,N,,,English (011),3.112,,,44,27,T,41,18,T
9,Female,Two or More,55127,N,,,English (011),3.278,,,44,27,T,52,58,T
9,Male,White,55127,N,,,English (011),3.411,,,44,27,T,52,58,T
9,Female,Hispanic,55127,N,,,English (011),3.722,,,44,27,T,42,21,T
9,Male,White,55127,N,,,English (011),3.945,,,44,27,T,49,46,T
12,Male,White,55127,N,,,English (011),2.315,,,45,31,T,,,
12,Female,White,55127,Y,,,English (011),3.387,2023,1,45,31,T,43,24,T
11,Male,White,55127,N,,,English (011),2.617,2022,5,45,31,T,50,50,T
10,Male,Asian,55127,N,,Served,Hmong (020),3.037,,,45,31,T,42,21,T
10,Female,White,55127,N,X,,English (011),3.946,2022,1,45,31,T,52,58,T
9,Female,White,55127,N,,,English (011),3.223,,,45,31,T,45,31,T
12,Female,American Indian or Alaska Native,55127,Y,,,English (011),3.264,2023,1,46,34,T,36,8,N
11,Female,Hispanic,55127,N,,,English (011),2.339,,,46,34,T,44,27,T
11,Female,Hispanic,55127,N,,Served,English (011),3.967,,,46,34,T,47,38,T
9,Female,Two or More,55127,N,,,English (011),3.389,,,46,34,T,45,31,T
11,Female,Asian,55127,Y,,Served,English (011),3.859,2023,1,47,38,T,44,27,T
10,Male,White,55127,N,,,English (011),2.222,,,47,38,T,44,27,T
9,Male,Asian,55127,N,,,English (011),2.056,,,47,38,T,47,38,T
9,Male,Black or African American,55127,N,,,English (011),3.278,,,47,38,T,47,38,T
9,Female,White,55127,N,,,English (011),3.388,,,47,38,T,28,1,N
9,Male,White,55127,N,,,English (011),3.667,,,47,38,T,51,54,T
9,Male,White,55127,N,,,English (011),3.833,,,47,38,T,53,62,T
12,Male,White,55127,N,,,English (011),3.408,,,48,42,T,50,50,T
12,Female,White,55127,N,,,English (011),4.514,2023,19,48,42,T,,,
11,Male,White,55127,N,,,English (011),4.164,2023,6,48,42,T,,,
10,Male,White,55127,N,,,English (011),3.607,2023,1,48,42,T,50,50,T
10,Female,White,55127,N,,,English (011),3.989,2023,1,48,42,T,,,
10,Male,White,55127,N,,,English (011),4.315,2023,6,48,42,T,53,62,T
11,Female,White,55127,N,,,English (011),3.701,2021,1,49,46,T,31,3,N
11,Male,White,55127,N,,,English (011),3.703,2023,7,49,46,T,51,54,T
11,Female,White,55127,N,,,English (011),3.772,,,49,46,T,31,3,N
11,Female,White,55127,N,,,English (011),3.86,2023,5,49,46,T,30,2,N
11,Female,White,55127,Y,,,English (011),3.915,2021,1,49,46,T,53,62,T
10,Male,Black or African American,55127,N,,,English (011),2.49,,,49,46,T,31,3,N
10,Male,White,55127,N,,,English (011),3.33,2023,2,49,46,T,42,21,T
9,Male,White,55127,N,,,English (011),4,,,49,46,T,46,34,T
12,Male,White,55127,N,,,English (011),2.129,2023,1,50,50,T,,,
12,Female,Hispanic,55127,N,,,Spanish (045),2.959,2023,5,50,50,T,,,
12,Female,White,55127,N,,,English (011),3.692,2023,2,50,50,T,40,16,N
12,Male,White,55127,N,,,English (011),4.296,2023,13,50,50,T,31,3,N
11,Male,Two or More,55127,N,,,English (011),3.081,2022,3,50,50,T,50,50,T
11,Male,White,55127,N,,,English (011),3.142,2023,3,50,50,T,,,
10,Male,White,55127,N,X,,English (011),1.365,,,50,50,T,40,16,N
9,Female,Asian,55127,N,,,English (011),3.443,,,50,50,T,47,38,T
11,Female,White,55127,N,,,English (011),3.857,2023,4,51,54,T,51,54,T
10,Male,White,55127,N,,,English (011),1.697,2022,2,51,54,T,46,34,T
10,Female,White,55127,N,,,English (011),2.889,,,51,54,T,47,38,T
10,Female,White,55127,N,,,English (011),3.427,,,51,54,T,43,24,T
9,Male,Hispanic,55127,Y,,,English (011),3.359,,,52,58,T,45,31,T
11,Female,White,55127,N,,,English (011),3.951,2023,2,53,62,T,,,
10,Male,White,55127,N,,,English (011),3.989,2023,1,53,62,T,56,73,T
9,Male,Hispanic,55127,Y,,,English (011),2.401,,,53,62,T,57,76,T
9,Female,White,55127,N,,,English (011),4,,,53,62,T,48,42,T
12,Female,White,55127,N,,,English (011),4.244,2023,12,54,66,T,62,88,S
11,Female,White,55127,N,,,English (011),2.623,,,54,66,T,67,96,S
11,Female,Asian,55127,N,,Served,Hmong (020),3.517,,,54,66,T,52,58,T
9,Male,White,55127,N,,,English (011),3.949,,,54,66,T,56,73,T
12,Male,White,55127,N,,,English (011),2.678,2023,1,55,69,T,59,82,T
11,Male,White,55127,N,,,English (011),2.459,2022,1,55,69,T,,,
11,Male,Asian,55127,N,,,English (011),3.828,2023,9,55,69,T,,,
11,Male,White,55127,N,,,English (011),3.548,2023,6,56,73,T,51,54,T
11,Female,Asian,55127,N,,,English (011),3.64,,,56,73,T,43,24,T
11,Male,White,55127,N,,,English (011),3.911,,,56,73,T,50,50,T
10,Female,White,55127,N,,,English (011),4,,,56,73,T,57,76,T
12,Male,White,55127,N,,,English (011),4.459,2023,19,57,76,T,61,86,S
11,Male,White,55127,Y,,,English (011),2.788,,,57,76,T,53,62,T
11,Male,White,55127,N,,,English (011),2.889,,,57,76,T,,,
11,Female,Black or African American,55127,N,X,,English (011),3.808,2023,3,57,76,T,62,88,S
9,Female,White,55127,N,,,English (011),3.612,,,57,76,T,59,82,T
11,Male,Asian,55127,N,,,English (011),3.469,2023,4,58,79,T,54,66,T
10,Female,White,55127,N,,,English (011),3.63,,,58,79,T,52,58,T
12,Female,White,55127,N,,,English (011),3.53,2020,1,60,84,S,,,
9,Male,White,55127,N,,,English (011),3.667,,,60,84,S,59,82,T
11,Female,White,55127,N,,,English (011),3.798,2022,2,61,86,S,50,50,T
10,Female,White,55127,N,,,English (011),3.37,,,61,86,S,55,69,T
12,Male,Black or African American,55127,N,,,English (011),2.611,,,62,88,S,,,
11,Male,White,55127,N,,,English (011),3.846,2023,6,64,92,S,67,96,S
9,Female,Black or African American,55127,N,X,Served,English (011),3.333,,,64,92,S,53,62,T
11,Male,White,55127,Y,,,English (011),3.344,,,67,96,S,63,90,S
11,Female,White,55127,N,,,English (011),3.698,2021,1,72,99,S,72,99,S
12,Female,White,55127,N,,,English (011),1.461,,,,,,,,
12,Male,White,55127,N,,,English (011),0.913,,,,,,,,
12,Female,White,55127,N,,,English (011),1.222,2023,1,,,,,,
12,Male,Hispanic,55127,N,,Served,Spanish (045),1.419,,,,,,,,
12,Male,Asian,55127,N,,,English (011),1.707,2023,1,,,,,,
12,Male,White,55127,Y,,,English (011),1.845,,,,,,,,
12,Female,White,55127,N,,,English (011),1.954,2022,5,,,,,,
12,Female,Asian,55127,N,,,English (011),1.964,,,,,,,,
12,Female,Hispanic,55127,N,,Served,Spanish (045),2.177,,,,,,,,
12,Female,Asian,55127,N,,,Hmong (020),2.232,,,,,,,,
12,Male,White,55127,N,,,English (011),2.247,,,,,,,,
12,Male,Asian,55127,N,,Served,Hmong (020),2.268,,,,,,,,
12,Female,Hispanic,55127,N,,,English (011),2.514,,,,,,,,
12,Male,White,55127,N,X,,English (011),2.533,2023,1,,,,53,62,T
12,Male,White,55127,N,,,English (011),2.543,2023,1,,,,,,
12,Male,White,55127,N,,,English (011),2.55,2023,2,,,,,,
12,Male,White,55127,N,,,English (011),2.598,2020,1,,,,,,
12,Female,Asian,55127,N,,,English (011),2.635,2022,7,,,,,,
12,Male,White,55127,Y,,,English (011),2.637,2021,2,,,,,,
12,Female,Hispanic,55127,N,,,English (011),2.745,2023,8,,,,,,
12,Male,White,55127,N,,,English (011),2.806,2021,2,,,,,,
12,Male,Black or African American,55127,N,,,English (011),2.862,2020,1,,,,,,
12,Male,Two or More,55127,N,,,English (011),2.931,2023,2,,,,,,
12,Male,White,55127,N,,,English (011),2.957,2023,1,,,,48,42,T
12,Female,White,55127,N,X,,English (011),2.969,2023,19,,,,,,
12,Female,Two or More,55127,N,,,English (011),3.005,2021,1,,,,,,
12,Female,White,55127,N,,,English (011),3.043,2023,14,,,,,,
12,Male,White,55127,Y,,,English (011),3.074,2021,2,,,,48,42,T
12,Female,White,55127,N,,,English (011),3.338,2023,5,,,,,,
12,Female,White,55127,N,X,,English (011),3.39,2023,5,,,,,,
12,Male,White,55127,N,,,English (011),3.425,2023,12,,,,,,
12,Male,White,55127,N,,,English (011),3.527,2023,4,,,,,,
12,Female,White,55127,N,,,English (011),3.754,2023,5,,,,,,
12,Male,Hispanic,55127,N,,,Spanish (045),3.779,2023,4,,,,,,
12,Female,Asian,55127,N,,Served,Bengali (010),3.895,2023,6,,,,,,
12,Female,White,55127,N,,,English (011),3.91,2023,8,,,,,,
12,Female,White,55127,N,,,English (011),4.199,2023,11,,,,,,
12,Female,White,55127,N,,,English (011),4.234,2023,10,,,,,,
12,Female,White,55127,N,,,English (011),4.297,2023,15,,,,54,66,T
11,Male,White,55127,N,X,,English (011),0.961,,,,,,,,
11,Male,Asian,55127,N,,Served,Hmong (020),1.298,,,,,,,,
11,Male,White,55127,N,,,English (011),1.584,,,,,,,,
11,Male,White,55127,N,,,English (011),1.621,,,,,,,,
11,Male,White,55127,Y,,,English (011),1.742,,,,,,58,79,T
11,Female,White,55127,Y,,,English (011),1.903,,,,,,,,
11,Male,American Indian or Alaska Native,55127,N,,,English (011),1.956,,,,,,,,
11,Female,White,55127,N,,,English (011),2.422,2021,1,,,,28,1,N
11,Male,Asian,55127,N,,Served,English (011),2.492,2022,3,,,,,,
11,Female,Hispanic,55127,N,,,Spanish (045),2.654,,,,,,,,
11,Female,White,55127,N,,,English (011),2.673,2023,1,,,,,,
11,Female,White,55127,N,X,,English (011),2.859,2023,3,,,,,,
11,Male,Black or African American,55127,N,,,English (011),2.933,2022,2,,,,,,
11,Female,Black or African American,55127,N,,Served,Yoruba (075),3.053,2023,4,,,,,,
11,Male,Asian,55127,Y,,,English (011),3.165,,,,,,,,
11,Female,Hispanic,55127,N,,,English (011),3.278,,,,,,47,38,T
11,Male,White,55127,Y,,,English (011),3.322,2023,3,,,,,,
11,Female,White,55127,N,X,,English (011),3.346,,,,,,30,2,N
11,Female,White,55127,N,,,English (011),3.356,2023,5,,,,,,
11,Female,White,55127,N,,,English (011),3.446,2023,4,,,,41,18,T
11,Female,Black or African American,55127,Y,,,English (011),3.468,,,,,,,,
11,Male,Black or African American,55127,N,,Qualified Not Participating,English (011),3.505,2023,3,,,,,,
11,Female,White,55127,N,,,English (011),3.523,2023,1,,,,47,38,T
11,Female,White,55127,N,,,English (011),3.621,2023,10,,,,,,
11,Female,Black or African American,55127,N,,,English (011),3.678,,,,,,47,38,T
11,Female,Two or More,55127,N,X,,English (011),3.705,,,,,,,,
11,Male,Asian,55127,N,,,English (011),3.758,2023,7,,,,,,
11,Female,Asian,55127,N,,Served,Hmong (020),3.804,,,,,,31,3,N
11,Female,Black or African American,55127,N,,,English (011),3.876,2023,3,,,,,,
11,Female,White,55127,Y,,,English (011),3.986,,,,,,32,4,N
11,Female,White,55127,N,,,English (011),4,,,,,,,,
11,Female,White,55127,N,,,English (011),4,,,,,,,,
11,Male,White,55127,N,,,English (011),4.122,2023,7,,,,,,
11,Female,White,55127,N,,,English (011),4.205,2023,14,,,,,,
11,Female,White,55127,N,,,English (011),4.214,2023,11,,,,,,
11,Male,White,55127,N,,,English (011),4.324,2023,13,,,,59,82,T
11,Female,Hispanic,55127,N,,Served,Spanish (045),#N/A,,,,,,,,
10,Male,White,55127,N,,,English (011),0.677,2022,2,,,,,,
10,Male,Hispanic,55127,N,,,English (011),0.859,,,,,,50,50,T
10,Male,White,55127,N,,,English (011),1.087,,,,,,,,
10,Female,White,55127,Y,,,English (011),1.398,,,,,,,,
10,Female,White,55127,N,,,English (011),1.62,,,,,,49,46,T
10,Female,White,55127,N,,,English (011),1.628,,,,,,50,50,T
10,Female,White,55127,N,,,English (011),1.638,,,,,,33,4,N
10,Female,White,55127,N,,,English (011),2,,,,,,42,21,T
10,Male,Hispanic,55127,Y,,,English (011),2.017,,,,,,,,
10,Male,White,55127,N,,,English (011),2.038,,,,,,,,
10,Female,Two or More,55127,N,,,English (011),2.25,,,,,,69,97,S
10,Male,White,55127,N,,,English (011),2.278,2023,3,,,,40,16,N
10,Female,Hispanic,55127,N,,,Spanish (045),2.371,,,,,,,,
10,Male,White,55127,Y,,,English (011),2.399,,,,,,,,
11,Female,White,55127,N,,,English (011),2.557,,,,,,37,10,N
